customerID,gender,SeniorCitizen,Partner,Dependents,zip,Country
"4381-MHQDC","Female","No","No","No","76018","US"
"4385-GZQXV","Female","Yes","No","No","22153","US"
"4385-ZKVNW","Male","No","Yes","Yes","95070","US"
"4389-UEFCZ","Female","No","Yes","No","49022","US"
"4390-KYULV","Male","No","Yes","No","55411","US"
"4391-LNRXK","Male","No","No","No","74136","US"
"4391-RESHN","Male","No","No","No","70503","US"
"4393-GEADV","Male","No","Yes","Yes","07747","US"
"4393-OBCRR","Female","No","No","No","94043","US"
"4393-RYCRE","Male","No","No","No","55434","US"
"4395-PZMSN","Male","Yes","No","No","29745","US"
"4396-KLSEH","Male","No","No","No","92203","US"
"4397-FRLTA","Female","No","No","No","10022","US"
"4398-HSCJH","Female","No","No","No","30501","US"
"4402-FTBXC","Male","No","No","No","28211","US"
"4403-BWPAY","Male","No","No","No","50322","US"
"4404-HIBDJ","Female","No","No","No","43614","US"
"4412-YLTKF","Female","Yes","No","No","62002","US"
"4415-IJZTP","Female","No","No","No","98312","US"
"4415-WNGVR","Female","Yes","Yes","No","33904","US"
"4418-LZMSV","Male","No","Yes","Yes","98273","US"
"4419-UJMUS","Male","No","Yes","Yes","15001","US"
"4422-QVIJA","Female","No","No","Yes","43219","US"
"4423-JWZJN","Male","No","Yes","Yes","94070","US"
"4423-YLHDV","Female","No","Yes","No","76117","US"
"4424-TKOPW","Male","Yes","No","No","20853","US"
"4425-OWHWB","Female","No","No","No","10030","US"
"4429-WYGFR","Male","No","No","No","23116","US"
"4430-UZIPO","Male","No","No","No","80917","US"
"4430-YHXGG","Female","No","No","Yes","33143","US"
"4431-EDMIQ","Female","No","Yes","Yes","76182","US"
"4432-ADRLB","Male","No","No","No","17046","US"
"4433-JCGCG","Male","Yes","Yes","No","32507","US"
"4439-JMPMT","Female","No","Yes","Yes","97471","US"
"4439-YRNVD","Female","No","No","No","15401","US"
"4441-NIHPT","Female","Yes","No","No","75604","US"
"4443-EMBNA","Female","No","Yes","No","48152","US"
"4445-KWOKW","Female","No","No","No","48446","US"
"4445-ZJNMU","Male","No","No","No","94608","US"
"4446-BZKHU","Male","No","Yes","No","21213","US"
"4450-DLLMH","Male","No","No","No","92173","US"
"4450-MDZFX","Male","No","Yes","Yes","98027","US"
"4450-YOOHP","Female","No","No","No","78132","US"
"4451-RWASJ","Male","No","Yes","Yes","36303","US"
"4452-QIIEB","Male","No","No","No","81212","US"
"4452-ROHMO","Female","No","No","No","78244","US"
"4455-BFSPD","Female","No","Yes","No","67801","US"
"4456-RHSNB","Female","No","Yes","Yes","59105","US"
"4458-KVRBJ","Male","No","No","No","28752","US"
"4459-BBGHE","Male","No","No","Yes","91505","US"
"4462-CYWMH","Male","Yes","Yes","No","32221","US"
"4464-JCOLN","Male","No","Yes","Yes","54914","US"
"4465-VDKIQ","Female","No","No","No","81301","US"
"4468-KAZHE","Female","Yes","Yes","No","75041","US"
"4468-YDOVK","Male","No","No","Yes","55347","US"
"4471-KXAUH","Female","No","Yes","No","01876","US"
"4472-LVYGI","Female","No","Yes","Yes","46342","US"
"4472-VESGY","Female","No","Yes","Yes","30342","US"
"4475-NVTLU","Male","No","Yes","Yes","97086","US"
"4476-OSWTN","Male","Yes","Yes","No","17022","US"
"4480-MBMLB","Female","No","No","No","06854","US"
"4480-QQRHC","Female","Yes","No","No","08610","US"
"4482-EWFMI","Female","No","No","No","01845","US"
"4482-FTFFX","Male","No","No","No","32208","US"
"4484-CGXFK","Female","No","No","No","39120","US"
"4484-GLZOU","Female","No","Yes","No","87107","US"
"4486-EFAEB","Male","No","No","No","33596","US"
"4487-ZYJZK","Female","No","Yes","Yes","50158","US"
"4488-KQFDT","Female","No","No","No","50701","US"
"4488-PSYCG","Male","No","No","No","91214","US"
"4489-SNOJF","Female","No","Yes","Yes","04103","US"
"4495-LHSSK","Female","No","No","Yes","20876","US"
"4500-HKANN","Male","No","Yes","Yes","92673","US"
"4501-EQDRN","Female","No","No","No","76053","US"
"4501-UYKBC","Female","Yes","No","No","48507","US"
"4501-VCPFK","Male","No","No","No","29640","US"
"4503-BDXBD","Male","No","No","No","64015","US"
"4504-YOULA","Female","No","Yes","Yes","07740","US"
"4505-EXZHB","Female","Yes","No","No","33626","US"
"4508-OEBEY","Male","No","Yes","No","27332","US"
"4510-HIMLV","Male","No","No","No","77016","US"
"4510-PYUSH","Female","Yes","No","No","93420","US"
"4512-ZUIYL","Female","No","No","No","95472","US"
"4513-CXYIX","Female","Yes","Yes","No","93662","US"
"4514-GFCFI","Female","Yes","No","No","76140","US"
"4518-FZBSX","Male","No","Yes","Yes","16066","US"
"4521-WFJAI","Male","No","No","No","80026","US"
"4521-YEEHE","Female","No","Yes","No","33145","US"
"4522-AKYLR","Female","Yes","No","No","24073","US"
"4522-XRWWI","Male","No","Yes","No","94103","US"
"4523-WXCEF","Female","No","Yes","No","98296","US"
"4524-QCSSM","Male","No","No","No","41051","US"
"4525-VZCZG","Male","No","No","Yes","01851","US"
"4526-EXKKN","Male","No","No","No","20815","US"
"4526-RMTLL","Male","No","Yes","Yes","78717","US"
"4526-ZJJTM","Female","Yes","Yes","No","14226","US"
"4529-CKBCL","Female","No","No","No","11793","US"
"4530-NDRKU","Female","No","Yes","Yes","80817","US"
"4531-AUZNK","Female","No","Yes","Yes","33837","US"
"4534-WGCIR","Female","No","Yes","Yes","23435","US"
"4536-PLEQY","Male","No","Yes","No","22152","US"
"4537-CIBHB","Female","No","Yes","Yes","02904","US"
"4537-DKTAL","Female","No","No","No","68025","US"
"4538-WNTMJ","Female","No","Yes","Yes","91607","US"
"4541-RMRLG","Male","No","No","No","84414","US"
"4544-RXFMG","Male","No","Yes","Yes","30030","US"
"4546-FOKWR","Female","No","No","No","55378","US"
"4547-FZJWE","Male","No","Yes","Yes","31601","US"
"4547-KQRTM","Female","No","No","No","45215","US"
"4547-LYTDD","Female","No","No","No","27253","US"
"4548-SDBKE","Female","No","No","No","19026","US"
"4549-ZDQYY","Female","No","No","No","78727","US"
"4550-EVXNY","Female","No","No","Yes","77033","US"
"4550-VBOFE","Male","Yes","Yes","No","92120","US"
"4553-DVPZG","Female","No","Yes","No","54401","US"
"4554-YGZIH","Male","Yes","Yes","No","53212","US"
"4558-CGYCZ","Male","No","No","No","32082","US"
"4558-FANTW","Female","No","Yes","Yes","75204","US"
"4559-UWIHT","Male","No","Yes","No","34142","US"
"4560-WQAQW","Female","No","No","No","90680","US"
"4565-EVZMJ","Female","No","No","No","37214","US"
"4565-NLZBV","Female","No","Yes","No","91355","US"
"4566-GOLUK","Male","No","Yes","Yes","23860","US"
"4566-NECEV","Male","No","No","No","80550","US"
"4566-QVRRW","Female","No","Yes","No","63146","US"
"4567-AKPIA","Female","No","Yes","Yes","07840","US"
"4568-KNYWR","Male","No","No","No","76548","US"
"4568-TTZRT","Male","No","No","No","87505","US"
"4570-QHXHL","Female","No","No","No","75605","US"
"4572-DVCGN","Female","No","No","No","88012","US"
"4573-JKNAE","Male","No","No","Yes","30507","US"
"4576-CSAJH","Male","No","No","No","91316","US"
"4578-PHJYZ","Male","No","Yes","Yes","94580","US"
"4580-TMHJU","Female","No","Yes","Yes","98037","US"
"4581-LNWUM","Female","No","No","No","60525","US"
"4581-SSPWD","Female","No","No","No","70094","US"
"4583-PARNH","Male","Yes","Yes","No","37172","US"
"4584-LBNMK","Male","Yes","Yes","No","88203","US"
"4585-HETAI","Female","No","Yes","Yes","18704","US"
"4587-NUKOX","Female","No","No","No","40004","US"
"4587-VVTOX","Female","No","Yes","No","11731","US"
"4588-YBNIB","Female","No","No","No","75901","US"
"4589-IUAJB","Male","No","Yes","No","68107","US"
"4592-IWTJI","Female","No","Yes","Yes","84094","US"
"4597-ELFTS","Male","No","No","No","94903","US"
"4597-NUCQV","Male","Yes","No","No","21239","US"
"4598-XLKNJ","Female","Yes","Yes","No","99207","US"
"4598-ZADCK","Female","No","No","No","75010","US"
"4603-JANFB","Male","No","No","No","06340","US"
"4607-CHPCA","Male","No","Yes","Yes","32127","US"
"4608-LCIMN","Male","No","Yes","Yes","98109","US"
"4609-KNNWG","Female","No","Yes","Yes","23513","US"
"4611-ANLQC","Female","No","Yes","No","98512","US"
"4612-SSVHJ","Female","Yes","No","No","01109","US"
"4612-THJBS","Female","Yes","No","No","68701","US"
"4614-NUVZD","Female","No","No","No","74403","US"
"4615-PIVVU","Female","No","No","No","93654","US"
"4616-EWBNJ","Female","No","No","No","95117","US"
"4616-ULAOA","Female","No","Yes","Yes","16823","US"
"4619-EVPHY","Female","Yes","Yes","No","33771","US"
"4622-YNKIJ","Male","No","No","No","97355","US"
"4623-ZKHLY","Male","No","Yes","No","11050","US"
"4625-EWPTF","Male","No","No","No","33809","US"
"4625-LAMOB","Male","No","No","No","10014","US"
"4625-XMOYM","Female","No","Yes","Yes","34231","US"
"4626-GYCZP","Male","No","No","No","33919","US"
"4626-OZDTJ","Female","No","Yes","No","72601","US"
"4627-MIHJH","Female","Yes","No","No","95682","US"
"4628-CTTLA","Male","No","No","No","78418","US"
"4628-WQCQQ","Male","No","No","Yes","88011","US"
"4629-NRXKX","Female","No","Yes","Yes","55418","US"
"4631-OACRM","Male","Yes","No","No","32205","US"
"4632-PAOYU","Male","No","Yes","Yes","07050","US"
"4632-XJMEX","Male","No","No","Yes","62221","US"
"4633-MKHYU","Female","No","No","No","95824","US"
"4634-JLRJT","Female","No","No","No","14626","US"
"4635-EJYPD","Male","No","Yes","Yes","22408","US"
"4636-JGAAI","Male","No","Yes","No","80923","US"
"4636-OLWOE","Male","No","No","Yes","20784","US"
"4636-QRJKY","Female","No","Yes","Yes","23505","US"
"4636-TVXVG","Male","No","Yes","Yes","76543","US"
"4640-UHDOS","Female","No","Yes","Yes","52761","US"
"4641-FROLU","Female","No","Yes","Yes","19713","US"
"4644-OBGFZ","Male","No","Yes","Yes","31525","US"
"4644-PIZRT","Male","No","Yes","Yes","29611","US"
"4646-QZXTF","Female","No","Yes","No","06111","US"
"4647-MUZON","Female","No","Yes","No","55432","US"
"4647-XXZAM","Female","No","Yes","Yes","06051","US"
"4648-YPBTM","Male","No","No","No","40207","US"
"4652-NNHNY","Male","No","Yes","No","91731","US"
"4652-ODEVH","Male","No","Yes","Yes","33138","US"
"4654-DLAMQ","Female","Yes","Yes","No","24012","US"
"4654-GGUII","Female","No","No","No","48309","US"
"4654-ULTTN","Male","No","Yes","No","32607","US"
"4656-CAURT","Male","No","No","No","84078","US"
"4657-FWVFY","Female","No","Yes","Yes","48602","US"
"4658-HCOHW","Female","No","Yes","Yes","08003","US"
"4659-NZRUF","Female","No","No","No","14127","US"
"4660-IRIBM","Male","No","Yes","Yes","53546","US"
"4661-NJEUX","Male","No","No","No","20191","US"
"4662-EKDPQ","Male","No","No","No","71901","US"
"4664-NJCMS","Female","No","Yes","No","21216","US"
"4667-OHGKG","Male","No","No","No","15221","US"
"4667-QONEA","Female","Yes","Yes","Yes","81001","US"
"4670-TABXH","Male","No","Yes","No","76107","US"
"4671-LXRDQ","Male","No","No","No","01930","US"
"4671-VJLCL","Female","No","No","No","94602","US"
"4672-FOTSD","Male","No","No","No","53208","US"
"4673-KKSLS","Female","No","No","No","02720","US"
"4674-HGNUA","Male","No","Yes","Yes","02121","US"
"4676-MQUEA","Male","Yes","Yes","No","03060","US"
"4676-WLUHT","Male","No","No","No","37217","US"
"4678-DVQEO","Female","No","No","No","60099","US"
"4680-KUTAJ","Female","Yes","No","No","55033","US"
"4682-BLBUC","Male","No","Yes","No","30088","US"
"4683-WYDOU","Male","No","Yes","No","32539","US"
"4685-ERGHK","Male","No","No","No","21237","US"
"4685-TFLLS","Male","No","Yes","Yes","58501","US"
"4686-GEFRM","Male","No","Yes","No","48071","US"
"4686-UXDML","Female","No","No","No","65101","US"
"4690-LLKUA","Male","Yes","No","No","61107","US"
"4690-PKDQG","Female","Yes","Yes","No","92405","US"
"4692-NNQRU","Female","No","Yes","No","01020","US"
"4693-VWVBO","Female","No","No","No","92110","US"
"4694-PHWFW","Female","No","No","Yes","11423","US"
"4695-VADHF","Male","No","Yes","Yes","44133","US"
"4695-WJZUE","Female","Yes","No","No","70454","US"
"4697-LUPSU","Male","No","Yes","Yes","28217","US"
"4698-KVLLG","Female","Yes","No","No","60005","US"
"4700-UBQMV","Male","No","Yes","Yes","71730","US"
"4701-AHWMW","Male","No","Yes","No","95834","US"
"4701-LKOZD","Female","No","No","No","24740","US"
"4701-MLJPN","Male","No","No","No","40241","US"
"4702-HDRKD","Male","No","No","No","98272","US"
"4702-IOQDC","Female","No","No","No","33917","US"
"4703-MQYKT","Male","No","No","No","48210","US"
"4704-ERYFC","Female","No","Yes","No","60018","US"
"4706-AXVKM","Female","Yes","No","No","55021","US"
"4706-DGAHW","Male","Yes","No","No","60636","US"
"4707-MAXGU","Male","No","Yes","No","63128","US"
"4707-YNOQA","Female","No","Yes","Yes","49525","US"
"4709-LKHYG","Female","No","Yes","Yes","90302","US"
"4710-FDUIZ","Male","No","Yes","No","45365","US"
"4710-NKCAW","Male","No","Yes","Yes","01002","US"
"4712-AUQZO","Male","No","No","No","92653","US"
"4712-UYOOI","Female","No","Yes","Yes","12203","US"
"4713-LZDRV","Female","Yes","No","No","12309","US"
"4713-ZBURT","Male","No","No","Yes","76401","US"
"4716-HHKQH","Male","Yes","Yes","No","60189","US"
"4716-MRVEN","Female","No","No","No","34990","US"
"4717-GHADL","Female","No","No","No","75038","US"
"4718-DHSMV","Female","No","No","No","70364","US"
"4718-WXBGI","Male","No","Yes","Yes","29405","US"
"4719-UMSIY","Male","No","No","Yes","60187","US"
"4720-VSTSI","Female","No","No","No","56401","US"
"4723-BEGSG","Male","No","Yes","No","33570","US"
"4724-WXVWF","Male","No","No","No","77532","US"
"4726-DLWQN","Male","Yes","No","No","32159","US"
"4727-MCYZG","Male","No","No","No","97008","US"
"4729-XKASR","Male","No","No","Yes","54880","US"
"4730-AWNAU","Male","No","Yes","Yes","21009","US"
"4732-RRJZC","Male","No","Yes","Yes","21771","US"
"4735-ASGMA","Male","No","No","No","22101","US"
"4735-BJKOU","Female","No","No","No","28303","US"
"4737-AQCPU","Male","No","Yes","Yes","40701","US"
"4737-HOBAX","Male","No","Yes","No","20136","US"
"4741-WWJQZ","Female","No","Yes","No","13090","US"
"4742-DRORA","Male","No","Yes","Yes","08822","US"
"4742-TXUEX","Female","No","Yes","Yes","21801","US"
"4745-LSPLO","Male","No","No","No","02446","US"
"4747-LCAQL","Male","No","No","No","95966","US"
"4749-OJKQU","Female","No","No","No","07090","US"
"4749-VFKVB","Female","No","No","No","07039","US"
"4750-UKWJK","Female","Yes","Yes","No","55422","US"
"4750-ZRXIU","Female","Yes","No","No","62703","US"
"4751-ERMAN","Male","No","Yes","Yes","98367","US"
"4753-PADAS","Female","No","Yes","No","91356","US"
"4759-PXTAN","Female","No","Yes","No","48091","US"
"4759-TRPLW","Male","No","No","No","60914","US"
"4760-THGOT","Female","No","Yes","No","97071","US"
"4760-XOHVN","Female","No","Yes","Yes","94549","US"
"4763-PGDPO","Female","No","No","No","78602","US"
"4765-OXPPD","Female","No","Yes","Yes","98201","US"
"4767-HZZHQ","Male","No","Yes","Yes","98685","US"
"4770-QAZXN","Female","No","No","No","53105","US"
"4770-UEZOX","Male","No","No","No","90028","US"
"4774-HHGGS","Male","No","Yes","No","38801","US"
"4776-XSKYQ","Female","No","Yes","Yes","31204","US"
"4778-IZARL","Male","No","Yes","No","17815","US"
"4779-ZGICK","Male","No","Yes","Yes","89156","US"
"4781-ZXYGU","Male","No","Yes","Yes","11102","US"
"4782-OSFXZ","Female","Yes","Yes","No","93704","US"
"4785-FCIFB","Female","No","Yes","No","33130","US"
"4785-NKHCX","Male","Yes","No","No","11727","US"
"4785-QRJHC","Male","Yes","Yes","No","97132","US"
"4786-UKSNZ","Male","No","No","No","79605","US"
"4789-KWMXN","Male","No","Yes","No","20721","US"
"4791-QRGMF","Male","No","Yes","No","48237","US"
"4795-KTRTH","Female","Yes","Yes","No","32533","US"
"4795-UXVCJ","Male","No","No","No","43420","US"
"4795-WRNVT","Female","No","No","No","67203","US"
"4797-AXPXK","Female","No","No","Yes","91746","US"
"4797-MIWUM","Male","No","Yes","Yes","75208","US"
"4800-CZMPC","Female","No","Yes","Yes","50014","US"
"4800-VHZKI","Female","No","No","No","68801","US"
"4801-JZAZL","Female","No","Yes","Yes","61032","US"
"4801-KFYKL","Male","No","No","Yes","29609","US"
"4803-AXVYP","Female","Yes","No","No","76049","US"
"4803-LBYPN","Male","No","Yes","Yes","74008","US"
"4804-NCPET","Male","No","Yes","Yes","49444","US"
"4806-DXQCE","Female","Yes","Yes","No","53140","US"
"4806-HIPDW","Female","No","Yes","No","72015","US"
"4806-KEXQR","Male","No","No","No","91324","US"
"4807-IZYOZ","Female","No","No","No","68135","US"
"4808-YNLEU","Female","No","Yes","No","68134","US"
"4811-JBUVU","Male","No","No","No","18301","US"
"4813-HQMGZ","Female","No","Yes","No","33150","US"
"4815-GBTCD","Female","No","Yes","No","50266","US"
"4815-TUMEQ","Female","No","No","No","60035","US"
"4815-YOSUK","Male","No","Yes","Yes","97220","US"
"4816-JBHOV","Male","Yes","No","No","33328","US"
"4816-LXZYW","Female","No","No","No","29154","US"
"4816-OKWNX","Male","No","Yes","Yes","58102","US"
"4817-KEQSP","Female","No","Yes","Yes","02126","US"
"4817-QRJSX","Female","No","No","No","06708","US"
"4817-VYYWS","Female","No","No","No","91792","US"
"4818-DRBQT","Male","No","Yes","No","15102","US"
"4818-QIUFN","Female","Yes","No","No","22602","US"
"4819-HJPIW","Male","No","No","No","61604","US"
"4821-SJHJV","Female","No","Yes","Yes","32779","US"
"4821-WQOYN","Female","No","Yes","Yes","94704","US"
"4822-LPTYJ","Male","No","Yes","No","92081","US"
"4822-NGOCH","Female","No","No","No","97068","US"
"4822-RVYBB","Male","Yes","No","No","32086","US"
"4822-YCXMX","Male","No","No","No","30214","US"
"4824-GUCBY","Female","Yes","No","No","33510","US"
"4825-FUREZ","Male","No","Yes","No","92694","US"
"4825-XJGDM","Female","No","No","No","91803","US"
"4826-DXMUP","Male","No","No","Yes","78363","US"
"4826-TZEVA","Female","No","No","No","37067","US"
"4826-XTSOH","Male","Yes","Yes","No","07065","US"
"4827-DPADN","Female","No","Yes","Yes","10065","US"
"4827-LTQRJ","Female","Yes","Yes","Yes","30534","US"
"4827-USJHP","Male","No","No","No","60631","US"
"4828-FAZPK","Female","No","Yes","Yes","94585","US"
"4829-AUOAX","Female","No","No","No","17257","US"
"4829-ZLJTK","Female","Yes","Yes","No","94131","US"
"4830-FAXFM","Male","No","No","Yes","45662","US"
"4831-EOBFE","Male","No","Yes","Yes","60714","US"
"4832-VRBMR","Male","Yes","Yes","No","27804","US"
"4833-QTJNO","Male","Yes","Yes","No","10308","US"
"4835-YSJMR","Male","No","No","No","90039","US"
"4836-WNFNO","Female","No","Yes","No","02453","US"
"4837-PZTIC","Female","No","No","No","33334","US"
"4837-QUSFT","Female","No","Yes","No","48236","US"
"4840-ORQXB","Female","Yes","No","No","42001","US"
"4844-JJWUY","Female","Yes","No","No","37830","US"
"4846-WHAFZ","Female","Yes","Yes","No","52501","US"
"4847-QNOKA","Female","No","No","No","95603","US"
"4847-TAJYI","Female","Yes","No","No","77706","US"
"4849-PYRLQ","Female","Yes","No","No","44221","US"
"4851-BQDNX","Male","No","Yes","Yes","22315","US"
"4853-OITSN","Male","No","Yes","No","15206","US"
"4853-RULSV","Male","No","No","No","33803","US"
"4854-CIDCF","Female","Yes","No","No","60134","US"
"4854-SSLTN","Male","No","Yes","Yes","24112","US"
"4855-SNKMY","Female","No","No","No","77566","US"
"4859-ZSRDZ","Female","No","Yes","Yes","29212","US"
"4860-IJUDE","Male","No","No","No","20121","US"
"4860-YZGZM","Male","No","No","No","95212","US"
"4868-AADLV","Male","Yes","Yes","Yes","80922","US"
"4869-EPIUS","Male","No","Yes","No","68506","US"
"4871-JTKJF","Female","Yes","No","No","84075","US"
"4872-JCVCA","Female","No","Yes","No","98684","US"
"4872-VXRIL","Male","No","No","No","11725","US"
"4873-ILOLJ","Male","No","No","No","34639","US"
"4877-EVATK","Male","No","No","No","22556","US"
"4877-TSOFF","Female","No","Yes","Yes","55068","US"
"4878-BUNFV","Male","No","Yes","Yes","84092","US"
"4879-GZLFH","Female","No","Yes","Yes","17268","US"
"4881-GQJTW","Male","No","No","No","70815","US"
"4881-JVQOD","Male","Yes","Yes","Yes","38135","US"
"4883-KCPZJ","Female","No","Yes","Yes","33325","US"
"4883-QICIH","Male","No","Yes","Yes","32583","US"
"4884-LEVMQ","Male","No","Yes","No","81504","US"
"4884-TVUQF","Female","Yes","No","No","97603","US"
"4884-ZTHVF","Female","Yes","No","No","93035","US"
"4890-VMUAV","Male","No","No","No","95134","US"
"4891-NLUBA","Female","No","Yes","Yes","28278","US"
"4892-VLANZ","Male","No","No","No","77833","US"
"4893-GYUJU","Female","No","No","No","33144","US"
"4895-TMWIR","Male","Yes","Yes","No","60538","US"
"4896-CPRPF","Male","No","Yes","Yes","33404","US"
"4897-QSUYC","Female","No","No","No","60510","US"
"4900-MSOMT","Female","No","Yes","Yes","96150","US"
"4902-OHLSK","Female","Yes","No","No","45417","US"
"4903-CNOZC","Male","No","No","No","19966","US"
"4903-UYAVB","Male","No","Yes","No","98007","US"
"4905-JEFDW","Male","No","No","No","30240","US"
"4906-ZHGPK","Male","No","Yes","Yes","10598","US"
"4908-XAXAY","Female","Yes","No","No","40503","US"
"4909-JOUPP","Male","Yes","Yes","No","02919","US"
"4910-AQFFX","Male","No","Yes","Yes","02062","US"
"4910-GMJOT","Female","No","No","No","43612","US"
"4911-BANWH","Female","No","No","Yes","23518","US"
"4912-PIGUY","Female","No","No","No","49024","US"
"4913-EHYUI","Male","Yes","Yes","Yes","60607","US"
"4915-BFSXL","Male","No","Yes","Yes","20008","US"
"4918-FYJNT","Female","Yes","Yes","No","29673","US"
"4918-QLLIW","Male","No","No","No","68164","US"
"4919-IKATY","Male","No","Yes","Yes","77355","US"
"4919-MOAVT","Male","No","No","Yes","17202","US"
"4922-CVPDX","Female","No","Yes","No","06066","US"
"4923-ADWXJ","Female","No","No","No","66213","US"
"4925-LMHOK","Male","No","No","No","35810","US"
"4926-UMJZD","Female","No","Yes","No","95492","US"
"4927-WWOOZ","Male","No","Yes","No","95219","US"
"4929-BSTRX","Female","No","No","No","80247","US"
"4929-ROART","Male","No","No","No","43050","US"
"4929-XIHVW","Male","Yes","Yes","No","14304","US"
"4931-TRZWN","Female","No","No","No","63640","US"
"4933-BSAIP","Female","No","Yes","No","98029","US"
"4933-IKULF","Female","Yes","No","No","80907","US"
"4936-YPJNK","Female","No","No","No","53223","US"
"4937-QPZPO","Male","No","Yes","Yes","11572","US"
"4939-KYYPY","Male","No","No","No","43062","US"
"4940-KHCWD","Female","No","Yes","No","65536","US"
"4942-VZZOM","Male","No","Yes","No","03079","US"
"4945-RVMTE","Female","No","No","No","49464","US"
"4946-EDSEW","Female","No","Yes","Yes","08043","US"
"4947-DSMXK","Male","No","Yes","Yes","91384","US"
"4948-WBBKL","Female","Yes","No","No","60516","US"
"4950-BDEUX","Male","No","No","No","21015","US"
"4950-HKQTE","Female","No","No","No","48195","US"
"4951-UKAAQ","Female","No","No","No","98466","US"
"4952-YSOGZ","Female","No","Yes","Yes","80302","US"
"4955-VCWBI","Female","No","Yes","Yes","07054","US"
"4957-SREEC","Male","No","Yes","Yes","02893","US"
"4957-TIALW","Female","No","No","Yes","96080","US"
"4957-TREIR","Male","No","No","No","77023","US"
"4958-GZWIY","Male","No","Yes","Yes","75189","US"
"4958-XCBDQ","Male","Yes","No","No","76020","US"
"4959-JOSRX","Female","No","Yes","No","98271","US"
"4962-CHQPW","Male","No","No","Yes","26101","US"
"4967-WPNCF","Male","No","No","No","82901","US"
"4971-PUYQO","Female","No","No","No","37919","US"
"4973-MGTON","Female","No","Yes","No","32809","US"
"4973-RLZVI","Female","No","No","No","90041","US"
"4976-LNFVV","Male","Yes","Yes","No","34684","US"
"4979-HPRFL","Male","No","Yes","Yes","73162","US"
"4980-URKXC","Male","No","Yes","No","19142","US"
"4981-FLTMF","Female","No","Yes","Yes","44052","US"
"4983-CCWMC","Male","No","No","No","22802","US"
"4983-CLMLV","Female","No","Yes","No","60605","US"
"4986-MXSFP","Female","No","No","No","44146","US"
"4987-GQWPO","Male","No","No","No","06410","US"
"4988-IQIGL","Male","Yes","No","No","60048","US"
"4989-LIXVT","Male","Yes","No","No","69101","US"
"4990-ALDGW","Male","No","No","No","64152","US"
"4992-LTJNE","Male","No","Yes","Yes","55060","US"
"4993-JCRGJ","Male","No","No","No","20814","US"
"4994-OBRSZ","Male","No","No","Yes","29617","US"
"4998-IKFSE","Female","No","No","No","80130","US"
"4999-IEZLT","Male","No","No","No","92604","US"
"5002-GCQFH","Male","No","Yes","No","08865","US"
"5003-OKNNK","Female","No","Yes","Yes","19454","US"
"5003-XZWWO","Male","No","Yes","No","97502","US"
"5006-MXVRN","Female","No","No","No","55912","US"
"5010-IPEAQ","Female","No","Yes","Yes","16602","US"
"5012-YSPJJ","Male","No","Yes","Yes","30297","US"
"5013-SBUIH","Female","No","No","No","33442","US"
"5014-GSOUQ","Male","No","No","No","93314","US"
"5014-WUQMG","Male","No","Yes","Yes","50401","US"
"5016-ETTFF","Male","No","No","No","98382","US"
"5016-IBERQ","Male","No","Yes","No","78332","US"
"5016-LIPDW","Male","No","Yes","Yes","01854","US"
"5018-GWURO","Female","No","Yes","No","84045","US"
"5018-HEKFO","Female","No","No","No","78617","US"
"5018-LXQQG","Female","No","Yes","Yes","77630","US"
"5019-GQVCR","Male","Yes","No","No","22601","US"
"5020-ZSTTY","Female","Yes","No","No","13045","US"
"5022-JNQEQ","Female","No","Yes","Yes","18940","US"
"5022-KVDQT","Male","No","No","No","48506","US"
"5025-GOOKI","Female","No","No","No","62226","US"
"5027-QPKTE","Male","No","Yes","No","71202","US"
"5027-XWQHA","Male","No","No","No","05401","US"
"5027-YOCXN","Male","No","Yes","Yes","22150","US"
"5028-GZLDO","Male","No","No","No","28602","US"
"5028-HTLJB","Male","Yes","No","No","70360","US"
"5032-MIYKT","Female","No","No","No","06095","US"
"5032-USPKF","Female","No","No","No","77071","US"
"5035-BVCXS","Male","No","No","No","33830","US"
"5035-PGZXH","Female","No","No","No","01757","US"
"5038-ETMLM","Female","No","Yes","No","77039","US"
"5039-LZRQT","Female","No","No","No","44128","US"
"5043-TRZWM","Female","No","No","No","27607","US"
"5044-LRQAQ","Female","No","Yes","No","89503","US"
"5044-XDPYX","Female","No","Yes","No","73703","US"
"5046-NUHWD","Female","Yes","Yes","No","78212","US"
"5047-LHVLY","Male","Yes","No","Yes","55128","US"
"5049-GLYVG","Male","No","No","No","33705","US"
"5049-MUBWG","Male","No","No","No","93401","US"
"5052-PNLOS","Male","No","No","No","49519","US"
"5054-IEXZT","Male","No","No","Yes","60156","US"
"5055-BRMNE","Female","No","Yes","Yes","75078","US"
"5055-MGMGF","Female","No","Yes","No","10013","US"
"5056-FIMPT","Female","No","No","Yes","27455","US"
"5057-LCOUI","Female","No","No","No","98338","US"
"5057-RKGLH","Female","No","Yes","Yes","38834","US"
"5060-TQUQN","Male","No","Yes","Yes","02886","US"
"5061-PBXFW","Female","No","Yes","Yes","98074","US"
"5062-CJJKH","Male","No","Yes","Yes","23606","US"
"5063-IUOKK","Male","No","No","No","26301","US"
"5066-GFJMM","Female","No","Yes","No","66044","US"
"5067-DGXLL","Male","No","No","No","45239","US"
"5067-WJEUN","Male","No","Yes","Yes","60181","US"
"5067-XJQFU","Male","Yes","Yes","Yes","98498","US"
"5071-FBJFS","Female","No","Yes","Yes","63130","US"
