customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
"4062-HBMOS",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4063-EIKNQ",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No"
"4065-JJAVA",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No"
"4067-HLYQI",33,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4070-OKWVH",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","No"
"4072-IPYLT",36,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"4074-SJFFA",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check","Yes"
"4075-JFPGR",51,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Electronic check","No"
"4075-WKNIU",0,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check","No"
"4077-CROMM",31,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4077-HWUYD",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4078-SAYYN",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4079-ULGFR",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"4079-VTGLK",30,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","No","Electronic check","No"
"4079-WWQQQ",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4080-IIARD",13,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"4080-OGPJL",8,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Electronic check","Yes"
"4081-DYXAV",19,"No","No phone service","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","Yes"
"4083-BFNYK",38,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Credit card (automatic)","No"
"4083-EUGRJ",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes"
"4086-ATNFV",34,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check","No"
"4086-WITJG",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"4086-YQSNZ",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4088-YLDSU",55,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","Yes"
"4090-KPJIP",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4091-TVOCN",48,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"4092-OFQZS",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4094-NSEDU",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4097-YODCF",34,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check","No"
"4098-NAUKP",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No"
"4102-HLENU",67,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Mailed check","No"
"4102-OQUPX",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4104-PVRPS",24,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check","No"
"4106-HADHQ",39,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","Yes"
"4109-CYRBD",29,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4110-PFEUZ",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"4111-BNXIF",67,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"4112-LUEIZ",10,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4114-QMKVN",56,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)","No"
"4115-BNPJY",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No"
"4115-NZRKS",7,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4115-UMJFQ",69,"No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"4116-IQRFR",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"4116-TZAQJ",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"4118-CEVPF",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4119-ZYPZY",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"4121-AGSIN",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No"
"4123-DVHPH",9,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4123-FCVCB",12,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check","No"
"4124-MMETB",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"4128-ETESU",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"4129-LYCOI",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"4130-MZLCC",5,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"4132-KALRO",4,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","No"
"4132-POCZS",52,"No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4134-BSXLX",28,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check","No"
"4135-FRWKJ",55,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Electronic check","No"
"4137-BTIKL",2,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check","No"
"4137-JOPHL",50,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4138-NAXED",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"4139-DETXS",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4139-JPIAM",51,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"4139-SUGLD",31,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"4140-MUHUG",3,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4140-WJAWW",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","Yes"
"4143-HHPMK",52,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"4143-OOBWZ",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4145-UQXUQ",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4146-SVFUD",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4154-AQUGT",13,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4159-NAAIX",63,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4160-AMJTL",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","Yes"
"4163-HFTUK",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","No"
"4163-KIUHY",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"4163-NCJAK",46,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No"
"4174-LPGTI",41,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","Yes"
"4176-FXYBO",54,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"4176-RELJR",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"4177-JPDFU",12,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check","No"
"4178-EGMON",70,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)","No"
"4182-BGSIQ",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","No"
"4183-MYFRB",21,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4183-WCSEP",31,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"4184-TJFAN",3,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check","Yes"
"4184-VODJZ",63,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Electronic check","No"
"4186-ZBUEW",36,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check","No"
"4187-CINZD",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)","Yes"
"4188-FRABG",57,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"4188-PCPIG",57,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No"
"4189-NAKJS",26,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)","No"
"4190-MFLUW",10,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"4191-XOVOM",63,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check","No"
"4192-GORJT",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4193-IBKSW",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"4193-ORFCL",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"4194-FJARJ",54,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)","No"
"4194-WHFCB",59,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"4195-NZGTA",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"4195-PNGZS",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"4195-SMMNX",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes"
"4198-VFOEA",12,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check","No"
"4199-QHJNM",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4201-JMNGR",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4203-QGNZA",28,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"4208-UFFGW",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"4210-QFJMF",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"4211-MMAZN",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes"
"4213-HKBJO",33,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"4220-TINQT",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4223-BKEOR",21,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","No","Mailed check","No"
"4223-WOZCM",2,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check","No"
"4226-KKDON",8,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"4227-OJHAL",68,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)","No"
"4228-ZGYUW",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"4229-CZMLL",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4231-LZUYM",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"4232-JGKIY",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","No"
"4234-XTNEA",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"4236-UJPWO",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"4236-XPXAV",5,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"4237-CLSMM",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"4237-RLAQD",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"4238-HFHSN",61,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4238-JSSWH",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"4248-HCETZ",30,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"4248-QPAVC",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4250-FDVOU",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"4250-WAROZ",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4250-ZBWLV",68,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check","Yes"
"4254-QPEDE",52,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"4255-DDUOU",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","Yes"
"4256-ZWTZI",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"4257-GAESD",6,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","No"
"4273-MBHYA",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4274-DRSQT",66,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)","No"
"4274-OWWYO",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4277-BWBML",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"4277-PVRAN",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4277-UDIEF",24,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"4280-DLSHD",8,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check","No"
"4282-ACRXS",38,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4282-MSACW",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"4282-YMKNA",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4283-FUTGF",19,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4283-IVYCI",9,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Mailed check","No"
"4285-GYRQC",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4289-DTDKW",40,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4290-BSXUX",3,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4291-HPAXL",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"4291-HYEBC",28,"No","No phone service","DSL","No","Yes","No","No","No","Yes","One year","Yes","Electronic check","No"
"4291-SHSBH",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4291-TPNFG",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4291-YZODP",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4293-ETKAP",65,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4295-YURET",56,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"4298-OYIFC",15,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4299-OPXEJ",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"4299-SIMNS",9,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4301-VVZKA",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4302-ZYFEL",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No"
"4304-TSPVK",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4304-XUMGI",50,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4307-KTUMW",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check","Yes"
"4307-KWMXE",10,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check","No"
"4310-KEDTB",26,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check","No"
"4311-QTTAI",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"4312-GVYNH",70,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4312-KFRXN",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"4315-MURBD",12,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4316-XCSLJ",17,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"4317-VTEOA",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4318-RAJVY",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
"4320-QMLLA",7,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check","No"
"4322-RCYMT",68,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","Yes"
"4323-ELYYB",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4323-OHFOW",70,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4323-SADQS",7,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"4324-AHJKS",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"4324-BZCKL",10,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check","No"
"4325-NFSKC",19,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4328-VUFWD",39,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Electronic check","No"
"4329-YPDDQ",20,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"4332-MUOEZ",20,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)","No"
"4334-HOWRP",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"4335-BSMJS",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No"
"4335-UPJSI",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"4338-EYCER",21,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","No"
"4342-HENTK",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4342-HFXWS",48,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)","No"
"4343-EJVQB",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4349-GFQHK",1,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes"
"4350-ZTLPI",53,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4351-QLCSU",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"4353-HYOJD",27,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","No"
"4355-CVPVS",56,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"4355-HBJHH",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check","Yes"
"4359-INNWN",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"4360-PNRQB",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4360-QRAVE",37,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check","No"
"4361-BKAXE",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4361-FEBGN",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"4361-JEIVL",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4365-MSDYN",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","No"
"4366-CTOUZ",50,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check","No"
"4367-NHWMM",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"4367-NUYAO",0,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"4369-HTUIF",6,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4369-NYSCF",56,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4373-MAVJG",14,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4373-VVHQL",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4374-YMUSQ",34,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","No"
"4376-KFVRS",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"4377-VDHYI",32,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Electronic check","No"
"4378-BZYFP",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
